File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
1201007,01/12/2012,2012,1,1200 BLOCK,N Division Av,01/13/2012,Municipal Waste,Owner Abated,01/21/2012,Not Available,false,0,"1200 N Division Av
Urbana, IL
(40.1238473, -88.205255036)"
20-001520,08/06/2020,2020,8,1400 Block,East Silver Street,08/06/2020,Weeds/Grass,City Abated,11/17/2020,Phone,false,158,"1400 East Silver Street
Urbana, IL
(40.09154792, -88.191705956)"
1102004,02/17/2011,2011,2,2000 BLOCK,E Vermont Av,02/17/2011,Weeds/Grass,City Abated,02/25/2011,Not Available,false,0,"2000 E Vermont Av
Urbana, IL
(40.101025624, -88.182795599)"
708031,08/13/2007,2007,8,200 BLOCK,W High St,08/13/2007,Municipal Waste,Owner Abated,08/15/2007,Not Available,false,0,"200 W High St
Urbana, IL
(40.109986214, -88.208966293)"
1209022,09/11/2012,2012,9,1200 BLOCK,E Green St,09/11/2012,Weeds/Grass,Owner Abated,09/19/2012,Not Available,false,0,"1200 E Green St
Urbana, IL
(40.111007983, -88.194415955)"
409060,09/21/2004,2004,9,800 BLOCK,W Hill St,,Municipal Waste,Owner Abated,,Not Available,false,0,"800 W Hill St
Urbana, IL
(40.11924761, -88.21700455)"
1409022,09/08/2014,2014,9,600 BLOCK,W Ohio St,09/08/2014,Municipal Waste,Owner Abated,09/16/2014,Not Available,false,0,"600 W Ohio St
Urbana, IL
(40.103786842, -88.214475538)"
308062,08/20/2003,2003,8,1000 BLOCK,S Webber,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 S Webber
Urbana, IL
(40.1048594, -88.198971659)"
505037,05/09/2005,2005,5,100 BLOCK,S Poplar St,,Weeds/Grass,City Abated,,Not Available,false,0,"100 S Poplar St
Urbana, IL
(40.112913156, -88.194434536)"
1209049,09/20/2012,2012,9,1300 BLOCK,E Green St,09/20/2012,Weeds/Grass,Owner Abated,09/28/2012,Not Available,false,0,"1300 E Green St
Urbana, IL
(40.111017992, -88.193305986)"
22-002911,09/08/2022,2022,9,1300 Block,"South ""Cottage Grove"" Avenue",09/08/2022,Municipal Waste,Voluntarily Complied,09/16/2022,Phone,false,0,"1300 South Cottage Grove Avenue
Urbana, IL
(40.101742683, -88.19549649)"
1111007,11/14/2011,2011,11,1300 BLOCK,E Silver St,11/14/2011,Municipal Waste,Owner Abated,11/22/2011,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)"
612013,12/13/2006,2006,12,800 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 E Oregon St
Urbana, IL
(40.107777957, -88.198995975)"
409082,09/30/2004,2004,9,1200 BLOCK,E Michigan Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 E Michigan Ave
Urbana, IL
(40.101663041, -88.194170014)"
19-001628,08/02/2019,2019,8,1100 Block,South Lanore Drive,08/02/2019,Municipal Waste,City Abated,09/10/2019,Phone,false,0,"1100 South Lanore Drive
Urbana, IL
(40.103773967, -88.18651345)"
22-001769,06/09/2022,2022,6,300 Block,West Locust Street,06/09/2022,Weeds/Grass,Voluntarily Complied,06/17/2022,Phone,false,0,"300 West Locust Street
Urbana, IL
(40.113590547, -88.210400448)"
21-002634,11/04/2021,2021,11,200 Block,"South ""Cottage Grove"" Avenue",11/04/2021,Weeds/Grass,Voluntarily Complied,11/15/2021,Phone,false,0,"200 South Cottage Grove Avenue
Urbana, IL
(40.111950826, -88.195685003)"
906026,06/09/2009,2009,6,700 BLOCK,E Green St,06/10/2009,Municipal Waste,Owner Abated,06/18/2009,Not Available,false,0,"700 E Green St
Urbana, IL
(40.110928585, -88.200226777)"
23-001966,07/07/2023,2023,7,1700 Block,East Hillshire Drive,07/07/2023,Weeds/Grass,Voluntarily Complied,07/24/2023,Phone,false,0,"1700 East Hillshire Drive
Urbana, IL
(40.073307316, -88.185075156)"
22-002313,07/20/2022,2022,7,1200 Block,"""block E Willard (dead end)""",,,Unfounded,07/20/2022,Internet,true,0,"1200 block E
Willard (dead end) Urbana, IL
(40.11738, -88.20443)"
19-001791,08/21/2019,2019,8,900 Block,West Main Street,08/21/2019,Weeds/Grass,Voluntarily Complied,08/29/2019,Email,false,0,"900 West Main Street
Urbana, IL
(40.114567837, -88.219434193)"
21-001075,05/24/2021,2021,5,1100 Block,South Austin Drive,05/24/2021,Weeds/Grass,Voluntarily Complied,06/01/2021,Phone,false,0,"1100 South Austin Drive
Urbana, IL
(40.10376461, -88.187452664)"
502023,02/16/2005,2005,2,1300 BLOCK,E Laurel Dr,,Municipal Waste,Owner Abated,,Not Available,false,0,"1300 E Laurel Dr
Urbana, IL
(40.101485639, -88.192734229)"
1207059,07/31/2012,2012,7,2000 BLOCK,Rainbow View Dr,08/01/2012,Weeds/Grass,Owner Abated,08/09/2012,Not Available,false,0,"2000 Rainbow View Dr
Urbana, IL
(40.103219312, -88.183737837)"
20-001388,07/23/2020,2020,7,Block,"""Race/George Huff S/E""",,,City Abated,07/27/2020,Internet,true,0," Race George Huff S E Urbana, IL
(40.11738, -88.20443)"
1405090,05/29/2014,2014,5,300 BLOCK,E Illinois St,05/29/2014,Weeds/Grass,Owner Abated,06/06/2014,Not Available,false,0,"300 E Illinois St
Urbana, IL
(40.109358489, -88.204846688)"
1109003,09/07/2011,2011,9,800 BLOCK,W Fairview Av,09/08/2011,Weeds/Grass,Owner Abated,09/16/2011,Not Available,false,0,"800 W Fairview Av
Urbana, IL
(40.120291985, -88.217697967)"
408040,08/10/2004,2004,8,1700 BLOCK,S Philo Rd,,Municipal Waste,Owner Abated,,Not Available,false,0,"1700 S Philo Rd
Urbana, IL
(40.098353449, -88.190624189)"
911003,11/05/2009,2009,11,500 BLOCK,W Illinois St,11/05/2009,Municipal Waste,Owner Abated,11/13/2009,Not Available,false,0,"500 W Illinois St
Urbana, IL
(40.109226188, -88.213216301)"
709011,09/06/2007,2007,9,1300 BLOCK,N Berkley Av,09/07/2007,Weeds/Grass,Owner Abated,09/15/2007,Not Available,false,0,"1300 N Berkley Av
Urbana, IL
(40.124858616, -88.206426857)"
19-000080,01/16/2019,2019,1,600 Block,North Broadway Avenue,01/16/2019,Municipal Waste,Voluntarily Complied,01/24/2019,Phone,false,0,"600 North Broadway Avenue
Urbana, IL
(40.117258328, -88.207456436)"
1102003,02/09/2011,2011,2,900 BLOCK,E Delaware Av,02/10/2011,Municipal Waste,Owner Abated,02/18/2011,Not Available,false,0,"900 E Delaware Av
Urbana, IL
(40.099248251, -88.197806331)"
1307028,07/25/2013,2013,7,1900 BLOCK,Galena St,07/25/2013,Weeds/Grass,Owner Abated,08/02/2013,Not Available,false,0,"1900 Galena St
Urbana, IL
(40.081397412, -88.183472716)"
305091,05/19/2003,2003,5,900 BLOCK,S Wabash Av,,Municipal Waste,Invalid,,Not Available,false,0,"900 S Wabash Av
Urbana, IL
(40.10562339, -88.196534202)"
19-002626,12/30/2019,2019,12,800 Block,West Sunset Drive,12/30/2019,Municipal Waste,Voluntarily Complied,01/07/2020,Phone,false,0,"800 West Sunset Drive
Urbana, IL
(40.123746664, -88.217075763)"
19-000883,05/14/2019,2019,5,2100 Block,South Burlison Drive,,,City Abated,05/14/2019,Internet,true,0,"2100 South Burlison Drive
Urbana, IL
(40.090923877, -88.205363636)"
18-036048,09/25/2018,2018,9,1400 Block,East Michigan Avenue,09/25/2018,Municipal Waste,Voluntarily Complied,10/11/2018,Phone,false,0,"1400 East Michigan Avenue
Urbana, IL
(40.101732473, -88.191813257)"
605003,05/02/2006,2006,5,900 BLOCK,W Stoughton St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 W Stoughton St
Urbana, IL
(40.113666136, -88.219456388)"
1010006,10/06/2010,2010,10,1300 BLOCK,E Green St,10/07/2010,Municipal Waste,Owner Abated,10/15/2010,Not Available,false,0,"1300 E Green St
Urbana, IL
(40.111017992, -88.193305986)"
1501011,01/09/2015,2015,1,800 BLOCK,W Green St,01/09/2015,Snow Removal,Owner Abated,01/10/2015,Not Available,false,0,"800 W Green St
Urbana, IL
(40.110674859, -88.217817909)"
21-001832,08/12/2021,2021,8,900 Block,North Division Avenue,08/12/2021,Weeds/Grass,City Abated,01/04/2022,Phone,false,424.5,"900 North Division Avenue
Urbana, IL
(40.121258606, -88.205176834)"
301025,01/23/2003,2003,1,1200 BLOCK,W Beech St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 W Beech St
Urbana, IL
(40.122227288, -88.224234924)"
1506039,06/15/2015,2015,6,600 BLOCK,S Glover Av,06/15/2015,Weeds/Grass,City Abated,06/23/2015,Not Available,false,0,"600 S Glover Av
Urbana, IL
(40.108578265, -88.193249939)"
1509005,09/03/2015,2015,9,900 BLOCK,E Green St,09/03/2015,Weeds/Grass,Owner Abated,09/11/2015,Not Available,false,0,"900 E Green St
Urbana, IL
(40.110969449, -88.197737991)"
19-001392,07/10/2019,2019,7,200 Block,West Oregon Street,07/10/2019,Weeds/Grass,Voluntarily Complied,07/18/2019,Phone,false,0,"200 West Oregon Street
Urbana, IL
(40.107665734, -88.208906895)"
1408079,08/21/2014,2014,8,400 BLOCK,W Green St,08/21/2014,Weeds/Grass,Owner Abated,08/29/2014,Not Available,false,0,"400 W Green St
Urbana, IL
(40.110765647, -88.211857023)"
23-000714,03/29/2023,2023,3,1500 Block,South Smith Road,,Zoning,Voluntarily Complied,05/08/2023,Email,false,0,"1500 South Smith Road
Urbana, IL
(40.100000246, -88.175961927)"
402014,02/18/2004,2004,2,1400 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1400 E Michigan Av
Urbana, IL
(40.101732473, -88.191813257)"
1608012,08/04/2016,2016,8,800 BLOCK,N Coler Av,08/04/2016,Weeds/Grass,Owner Abated,08/12/2016,Not Available,false,0,"800 N Coler Av
Urbana, IL
(40.119234114, -88.215600218)"
1004003,04/14/2010,2010,4,1500 BLOCK,S Lincolnwood Dr,04/15/2010,Municipal Waste,Owner Abated,04/23/2010,Not Available,false,0,"1500 S Lincolnwood Dr
Urbana, IL
(40.100545499, -88.185485667)"
1707022,07/18/2017,2017,7,1200 BLOCK,S Lynn St,07/18/2017,Weeds/Grass,Owner Abated,07/26/2017,Not Available,false,0,"1200 S Lynn St
Urbana, IL
(40.103536007, -88.197816797)"
610026,10/24/2006,2006,10,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,false,0,"800 W Oregon St
Urbana, IL
(40.107485366, -88.217757378)"
18-000495,05/15/2018,2018,5,500 Block,E Green Street,05/15/2018,Weeds/Grass,Voluntarily Complied,05/23/2018,,false,0,"500 E Green Street
Urbana, IL
(40.11088853, -88.20249672)"
906037,06/15/2009,2009,6,2200 BLOCK,S Philo Rd,06/16/2009,Weeds/Grass,Owner Abated,06/24/2009,Not Available,false,0,"2200 S Philo Rd
Urbana, IL
(40.08822999, -88.189936014)"
706081,06/29/2007,2007,6,400 BLOCK,W Springfield Av,,Municipal Waste,Invalid,,Not Available,false,0,"400 W Springfield Av
Urbana, IL
(40.112447283, -88.211874958)"
1004019,04/26/2010,2010,4,1500 BLOCK,B E Florida Av,04/27/2010,Weeds/Grass,Owner Abated,05/05/2010,Not Available,false,0,"1500 B E Florida Av
Urbana, IL
(40.098456934, -88.190613657)"
21-000260,01/25/2021,2021,1,900 Block,East Sunnycrest Drive,01/25/2021,Municipal Waste,Voluntarily Complied,02/02/2021,Phone,false,0,"900 East Sunnycrest Drive
Urbana, IL
(40.097590214, -88.197572124)"
22-003191,10/06/2022,2022,10,1000 Block,East Florida Avenue,10/06/2022,Weeds/Grass,City Abated,05/08/2023,Phone,false,0,"1000 East Florida Avenue
Urbana, IL
(40.098432347, -88.196699437)"
311031,11/19/2003,2003,11,400 BLOCK,E Scovill St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"400 E Scovill St
Urbana, IL
(40.085206071, -88.20299356)"
1204010,04/09/2012,2012,4,300 BLOCK,S Cottage Grove Av,04/10/2012,Municipal Waste,Owner Abated,04/18/2012,Not Available,false,0,"300 S Cottage Grove Av
Urbana, IL
(40.110893859, -88.195673666)"
23-001317,05/15/2023,2023,5,1400 Block,South Ogelthorpe Avenue,05/15/2023,Weeds/Grass,Voluntarily Complied,05/23/2023,Phone,false,0,"1400 South Ogelthorpe Avenue
Urbana, IL
(40.101793302, -88.174854293)"
19-002107,10/01/2019,2019,10,700 Block,East Hawthorne Drive,10/01/2019,Weeds/Grass,Voluntarily Complied,10/09/2019,Phone,false,0,"700 East Hawthorne Drive
Urbana, IL
(40.102456841, -88.200044509)"
22-001174,05/12/2022,2022,5,1000 Block,West Fairview Avenue,05/12/2022,Municipal Waste,Voluntarily Complied,05/23/2022,Phone,false,0,"1000 West Fairview Avenue
Urbana, IL
(40.120107295, -88.221154907)"
302036,02/13/2003,2003,2,500 BLOCK,S Anderson,,Municipal Waste,Owner Abated,,Not Available,false,0,"500 S Anderson
Urbana, IL
(40.109303258, -88.200174417)"
18-000687,06/25/2018,2018,6,900 Block,S Vine Street,06/25/2018,Weeds/Grass,Voluntarily Complied,07/03/2018,Phone,false,0,"900 S Vine Street
Urbana, IL
(40.105568266, -88.204901318)"
1503010,03/16/2015,2015,3,300 BLOCK,S Coler Av,03/16/2015,Municipal Waste,Owner Abated,03/24/2015,Not Available,false,0,"300 S Coler Av
Urbana, IL
(40.110582718, -88.215915072)"
311034,11/21/2003,2003,11,100 BLOCK,S Urbana Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"100 S Urbana Av
Urbana, IL
(40.112486234, -88.203710673)"
1405029,05/14/2014,2014,5,1000 BLOCK,Rainbow View Dr,05/14/2014,Weeds/Grass,Owner Abated,05/22/2014,Not Available,false,0,"1000 Rainbow View Dr
Urbana, IL
(40.104913928, -88.184643554)"
1005096,05/24/2010,2010,5,500 BLOCK,E Illinois St,05/25/2010,Weeds/Grass,Owner Abated,06/02/2010,Not Available,false,0,"500 E Illinois St
Urbana, IL
(40.109397898, -88.202465873)"
1207040,07/19/2012,2012,7,800 BLOCK,E University Av,07/20/2012,Municipal Waste,Owner Abated,07/28/2012,Not Available,false,0,"800 E University Av
Urbana, IL
(40.11638728, -88.198825118)"
810008,10/03/2008,2008,10,300 BLOCK,E Willard St,10/06/2008,Weeds/Grass,Owner Abated,10/14/2008,Not Available,false,0,"300 E Willard St
Urbana, IL
(40.084397713, -88.204075637)"
505141,05/26/2005,2005,5,1000 BLOCK,E Delaware,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 E Delaware
Urbana, IL
(40.099262432, -88.196705212)"
407046,07/15/2004,2004,7,500 BLOCK,S Glover Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"500 S Glover Ave
Urbana, IL
(40.109305992, -88.192508001)"
307050,07/23/2003,2003,7,1200 BLOCK,E Braircliff Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 E Braircliff Dr
Urbana, IL
(40.100909196, -88.194240855)"
1704035,04/27/2017,2017,4,1400 BLOCK,S Vine St,04/27/2017,Weeds/Grass,Owner Abated,05/05/2017,Not Available,false,0,"1400 S Vine St
Urbana, IL
(40.100723511, -88.204874077)"
306058,06/17/2003,2003,6,400 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,false,0,"400 S Cottage Grove
Urbana, IL
(40.110163844, -88.195654917)"
20-000675,05/05/2020,2020,5,600 Block,West Illinois Street,05/05/2020,Weeds/Grass,Voluntarily Complied,05/13/2020,,false,0,"600 West Illinois Street
Urbana, IL
(40.109206791, -88.214585568)"
608081,08/28/2006,2006,8,1500 BLOCK,N Carver Av,,Weeds/Grass,City Abated,,Not Available,false,0,"1500 N Carver Av
Urbana, IL
(40.126308104, -88.228496093)"
504012,04/04/2005,2005,4,1500 BLOCK,Curtiss Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1500 Curtiss Dr
Urbana, IL
(40.10097513, -88.184542005)"
18-036060,09/26/2018,2018,9,1000 Block,East Scovill Street,09/26/2018,Municipal Waste,Voluntarily Complied,10/04/2018,Phone,false,0,"1000 East Scovill Street
Urbana, IL
(40.085499685, -88.196590303)"
1508034,08/13/2015,2015,8,700 BLOCK,W Illinois St,08/13/2015,Municipal Waste,Owner Abated,08/21/2015,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
1205006,05/02/2012,2012,5,1100 BLOCK,E Michigan Av,05/03/2012,Weeds/Grass,Owner Abated,05/11/2012,Not Available,false,0,"1100 E Michigan Av
Urbana, IL
(40.101688029, -88.195496042)"
23-001449,05/22/2023,2023,5,200 Block,West Pennsylvania Avenue,05/22/2023,Weeds/Grass,Voluntarily Complied,05/30/2023,Phone,false,0,"200 West Pennsylvania Avenue
Urbana, IL
(40.100776652, -88.209675682)"
1207043,07/23/2012,2012,7,1200 BLOCK,E Silver St,07/24/2012,Weeds/Grass,Owner Abated,08/01/2012,Not Available,false,0,"1200 E Silver St
Urbana, IL
(40.09154234, -88.19431802)"
22-002805,08/30/2022,2022,8,600 Block,South Busey Avenue,08/30/2022,Municipal Waste,Voluntarily Complied,09/09/2022,Phone,false,0,"600 South Busey Avenue
Urbana, IL
(40.108223226, -88.217614423)"
609041,09/21/2006,2006,9,300 BLOCK,W Illinois St,,Municipal Waste,City Abated,,Not Available,false,0,"300 W Illinois St
Urbana, IL
(40.109370994, -88.210472012)"
21-001250,06/08/2021,2021,6,700 Block,West Washington Street,06/08/2021,Weeds/Grass,City Abated,09/28/2021,Phone,false,255.5,"700 West Washington Street
Urbana, IL
(40.105606861, -88.216065485)"
23-001219,05/10/2023,2023,5,800 Block,West Nevada Street,05/10/2023,Weeds/Grass,Voluntarily Complied,05/18/2023,Phone,false,0,"800 West Nevada Street
Urbana, IL
(40.106555849, -88.217736731)"
410005,10/05/2004,2004,10,800 BLOCK,W Fairview Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 W Fairview Dr
Urbana, IL
(40.120291985, -88.217697967)"
501012,01/20/2005,2005,1,1800 BLOCK,E Michigan Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1800 E Michigan Ave
Urbana, IL
(40.101778106, -88.185506202)"
1305063,05/13/2013,2013,5,100 BLOCK,N Lynn St,05/13/2013,Weeds/Grass,Owner Abated,05/21/2013,Not Available,false,0,"100 N Lynn St
Urbana, IL
(40.113038027, -88.197766046)"
1108042,08/18/2011,2011,8,700 BLOCK,W Illinois St,08/18/2011,Municipal Waste,Owner Abated,08/26/2011,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
608039,08/10/2006,2006,8,100 BLOCK,S Glover Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"100 S Glover Av
Urbana, IL
(40.11291373, -88.19334382)"
708052,08/15/2007,2007,8,2500 BLOCK,S Anderson St,08/16/2007,Municipal Waste,Owner Abated,08/24/2007,Not Available,false,0,"2500 S Anderson St
Urbana, IL
(40.085343427, -88.199314153)"
406025,06/14/2004,2004,6,600 BLOCK,W Indiana,,Weeds/Grass,Owner Abated,,Not Available,false,0,"600 W Indiana
Urbana, IL
(40.102876583, -88.21447584)"
23-001167,05/09/2023,2023,5,1300 Block,South Vine Street,05/09/2023,Weeds/Grass,Voluntarily Complied,05/17/2023,Phone,false,0,"1300 South Vine Street
Urbana, IL
(40.101942694, -88.204885083)"
20-001613,08/18/2020,2020,8,1600 Block,"South ""Cottage Grove"" Avenue",08/18/2020,Weeds/Grass,Voluntarily Complied,08/26/2020,Phone,false,0,"1600 South Cottage Grove Avenue
Urbana, IL
(40.09916271, -88.195475059)"
304030,04/28/2003,2003,4,900 BLOCK,E University Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 E University Av
Urbana, IL
(40.116384495, -88.19727158)"
402034,02/26/2004,2004,2,700 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W Elm St
Urbana, IL
(40.111555979, -88.216086615)"
708099,08/28/2007,2007,8,1000 BLOCK,E Illinois St,08/29/2007,Weeds/Grass,Owner Abated,09/06/2007,Not Available,false,0,"1000 E Illinois St
Urbana, IL
(40.109447316, -88.196745073)"
508043,08/11/2005,2005,8,300 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"300 W Illinois St
Urbana, IL
(40.109370994, -88.210472012)"
20-000486,04/06/2020,2020,4,1100 Block,South Austin Drive,04/06/2020,Municipal Waste,Voluntarily Complied,04/14/2020,Email,false,0,"1100 South Austin Drive
Urbana, IL
(40.10376461, -88.187452664)"
22-002544,08/09/2022,2022,8,700 Block,West High Street,08/09/2022,Municipal Waste,Voluntarily Complied,08/17/2022,Phone,false,0,"700 West High Street
Urbana, IL
(40.10988641, -88.216066025)"
307056,07/24/2003,2003,7,400 BLOCK,University Av,,Weeds/Grass,City Abated,,Not Available,false,0,"400 University Av
Urbana, IL
(40.117336735, -88.248472124)"
1101011,01/05/2011,2011,1,200 BLOCK,E Crystal Lake Dr,01/06/2011,Weeds/Grass,City Abated,01/14/2011,Not Available,false,0,"200 E Crystal Lake Dr
Urbana, IL
(40.118930976, -88.206214162)"
1108025,08/09/2011,2011,8,700 BLOCK,W California Av,08/10/2011,Municipal Waste,Owner Abated,08/18/2011,Not Available,false,0,"700 W California Av
Urbana, IL
(40.108356404, -88.216066042)"
806068,06/30/2008,2008,6,500 BLOCK,E Elm St,07/01/2008,Municipal Waste,City Abated,07/09/2008,Not Available,false,0,"500 E Elm St
Urbana, IL
(40.11180853, -88.202516755)"
301033,01/30/2003,2003,1,600 BLOCK,W Pennsylvania Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 W Pennsylvania Av
Urbana, IL
(40.100736685, -88.214455695)"
19-001345,07/03/2019,2019,7,1200 Block,West Eads Street,07/03/2019,Municipal Waste,Voluntarily Complied,07/11/2019,Phone,false,0,"1200 West Eads Street
Urbana, IL
(40.123186835, -88.224245514)"
612022,12/19/2006,2006,12,700 BLOCK,W Oregon St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W Oregon St
Urbana, IL
(40.107629988, -88.216224009)"
808062,08/21/2008,2008,8,1500 BLOCK,E Washington St,08/22/2008,Municipal Waste,Owner Abated,08/30/2008,Not Available,false,0,"1500 E Washington St
Urbana, IL
(40.105727302, -88.190036395)"
18-000891,08/20/2018,2018,8,900 Block,N Busey Avenue,08/21/2018,Weeds/Grass,Voluntarily Complied,08/28/2018,Phone,false,0,"900 N Busey Avenue
Urbana, IL
(40.120137906, -88.216875838)"
706066,06/21/2007,2007,6,1300 BLOCK,N Berkley Av,06/22/2007,Weeds/Grass,Owner Abated,06/30/2007,Not Available,false,0,"1300 N Berkley Av
Urbana, IL
(40.124858616, -88.206426857)"
1505014,05/06/2015,2015,5,1400 BLOCK,E Florida Av,05/06/2015,Weeds/Grass,Owner Abated,05/14/2015,Not Available,false,0,"1400 E Florida Av
Urbana, IL
(40.098455797, -88.191517245)"
711003,11/05/2007,2007,11,1300 BLOCK,W Bradley Av,11/07/2007,Municipal Waste,Owner Abated,11/15/2007,Not Available,false,0,"1300 W Bradley Av
Urbana, IL
(40.127446628, -88.224716449)"
707014,07/09/2007,2007,7,200 BLOCK,S Hartle St,07/10/2007,Weeds/Grass,City Abated,07/18/2007,Not Available,false,0,"200 S Hartle St
Urbana, IL
(40.111760734, -88.192100337)"
18-000221,03/01/2018,2018,3,800 Block,W Hill Street,03/01/2018,Municipal Waste,Voluntarily Complied,03/12/2018,Phone,false,0,"800 W Hill Street
Urbana, IL
(40.11924761, -88.21700455)"
