,File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location,Latitude,Longitude
11636,21-001148,05/27/2021,2021,5,800 Block,West Sunset Drive,05/27/2021,Weeds/Grass,Voluntarily Complied,06/04/2021,Phone,False,0.0,"800 West Sunset Drive
Urbana, IL
(40.123746664, -88.217075763)",40.123746664,-88.217075763
11637,22-000413,03/02/2022,2022,3,1400 Block,East Pennsylvania Avenue,03/02/2022,Weeds/Grass,Voluntarily Complied,05/10/2022,Phone,False,0.0,"1400 East Pennsylvania Avenue
Urbana, IL
(40.099337668, -88.192003586)",40.099337668,-88.192003586
11638,1208069,08/28/2012,2012,8,2200 BLOCK,Lantern Hill Dr,08/29/2012,Weeds/Grass,Owner Abated,09/06/2012,Not Available,False,0.0,"2200 Lantern Hill Dr
Urbana, IL
(40.104157796, -88.180050442)",40.104157796,-88.180050442
11640,1505078,05/19/2015,2015,5,1500 BLOCK,S Rutledge Dr,05/19/2015,Weeds/Grass,City Abated,05/27/2015,Not Available,False,0.0,"1500 S Rutledge Dr
Urbana, IL
(40.100958801, -88.183647868)",40.100958801,-88.183647868
11641,23-003289,11/01/2023,2023,11,2200 Block,South Vawter Street,11/01/2023,Weeds/Grass,Voluntarily Complied,11/09/2023,Phone,False,0.0,"2200 South Vawter Street
Urbana, IL
(40.089843561, -88.191633966)",40.089843561,-88.191633966
11642,18-000462,05/10/2018,2018,5,1000 Block,E Pennsylvania Avenue,05/10/2018,Municipal Waste,Voluntarily Complied,05/18/2018,City Staff Reported,False,0.0,"1000 E Pennsylvania Avenue
Urbana, IL
(40.100175859, -88.196443172)",40.100175859,-88.196443172
11644,707031,07/16/2007,2007,7,1100 BLOCK,N Gregory St,07/17/2007,Municipal Waste,Owner Abated,07/25/2007,Not Available,False,0.0,"1100 N Gregory St
Urbana, IL
(40.122469059, -88.221487452)",40.122469059,-88.221487452
11645,1408018,08/08/2014,2014,8,1200 BLOCK,S Patton Pl,08/08/2014,Weeds/Grass,Owner Abated,08/16/2014,Not Available,False,0.0,"1200 S Patton Pl
Urbana, IL
(40.103072999, -88.193324985)",40.103072999,-88.193324985
11648,20-000573,04/22/2020,2020,4,1700 Block,East Hunter Street,04/22/2020,Weeds/Grass,Voluntarily Complied,05/21/2020,Phone,False,0.0,"1700 East Hunter Street
Urbana, IL
(40.103887306, -88.18651505)",40.103887306,-88.18651505
11650,1205075,05/14/2012,2012,5,900 BLOCK,E Oregon St,05/14/2012,Weeds/Grass,City Abated,05/22/2012,Not Available,False,0.0,"900 E Oregon St
Urbana, IL
(40.10778728, -88.19785509)",40.10778728,-88.19785509
11652,19-002153,10/07/2019,2019,10,200 Block,West University Avenue,10/07/2019,Municipal Waste,Voluntarily Complied,10/15/2019,Phone,False,0.0,"200 West University Avenue
Urbana, IL
(40.116567282, -88.209094937)",40.116567282,-88.209094937
11654,1006142,06/28/2010,2010,6,1400 BLOCK,S Wiley Dr,06/29/2010,Weeds/Grass,City Abated,07/07/2010,Not Available,False,0.0,"1400 S Wiley Dr
Urbana, IL
(40.100611202, -88.197655189)",40.100611202,-88.197655189
11656,1006097,06/18/2010,2010,6,1300 BLOCK,E Stout Dr,06/18/2010,Weeds/Grass,Owner Abated,06/26/2010,Not Available,False,0.0,"1300 E Stout Dr
Urbana, IL
(40.110627726, -88.19329567)",40.110627726,-88.19329567
11659,1409033,09/18/2014,2014,9,2500 BLOCK,Prairie Green Dr,09/19/2014,Weeds/Grass,Owner Abated,10/19/2014,Not Available,False,0.0,"2500 Prairie Green Dr
Urbana, IL
(40.105247312, -88.17382813)",40.105247312,-88.17382813
11660,23-002528,08/28/2023,2023,8,2000 Block,South Philo Road,08/28/2023,Weeds/Grass,Voluntarily Complied,09/05/2023,Phone,False,0.0,"2000 South Philo Road
Urbana, IL
(40.093804007, -88.19057341)",40.093804007,-88.19057341
11662,1008040,08/12/2010,2010,8,1300 BLOCK,W Eureka St,08/13/2010,Weeds/Grass,City Abated,08/21/2010,Not Available,False,0.0,"1300 W Eureka St
Urbana, IL
(40.125635322, -88.225886482)",40.125635322,-88.225886482
11663,1610016,10/11/2016,2016,10,700 BLOCK,E California Av,10/11/2016,Weeds/Grass,City Abated,10/11/2016,Not Available,False,0.0,"700 E California Av
Urbana, IL
(40.108597307, -88.200165058)",40.108597307,-88.200165058
11667,1005093,05/20/2010,2010,5,1500 BLOCK,E Mumford Dr,05/21/2010,Weeds/Grass,Owner Abated,05/29/2010,Not Available,False,0.0,"1500 E Mumford Dr
Urbana, IL
(40.090748623, -88.190496911)",40.090748623,-88.190496911
11668,21-002374,10/06/2021,2021,10,1600 Block,South Bunker Court,10/06/2021,Weeds/Grass,Voluntarily Complied,05/10/2022,Phone,False,0.0,"1600 South Bunker Court
Urbana, IL
(40.099592702, -88.178305065)",40.099592702,-88.178305065
11670,1209041,09/17/2012,2012,9,700 BLOCK,E California Av,09/18/2012,Weeds/Grass,City Abated,09/26/2012,Not Available,False,0.0,"700 E California Av
Urbana, IL
(40.108597307, -88.200165058)",40.108597307,-88.200165058
11671,1205107,05/29/2012,2012,5,100 BLOCK,N Walnut,05/30/2012,Weeds/Grass,City Abated,06/07/2012,Not Available,False,0.0,"100 N Walnut
Urbana, IL
(40.112538151, -88.206236183)",40.112538151,-88.206236183
11672,20-000838,05/21/2020,2020,5,700 Block,South Walnut Street,05/21/2020,Weeds/Grass,Voluntarily Complied,05/29/2020,Phone,False,0.0,"700 South Walnut Street
Urbana, IL
(40.107573103, -88.206104531)",40.107573103,-88.206104531
11673,1106020,06/07/2011,2011,6,700 BLOCK,S Busey Av,06/08/2011,Weeds/Grass,Owner Abated,06/16/2011,Not Available,False,0.0,"700 S Busey Av
Urbana, IL
(40.107373652, -88.217603895)",40.107373652,-88.217603895
11675,907010,07/07/2009,2009,7,1300 BLOCK,E Briarcliff Dr,07/08/2009,Weeds/Grass,Owner Abated,07/16/2009,Not Available,False,0.0,"1300 E Briarcliff Dr
Urbana, IL
(40.100570697, -88.193065821)",40.100570697,-88.193065821
11678,22-002752,08/25/2022,2022,8,800 Block,West Ohio Street,08/25/2022,Municipal Waste,Voluntarily Complied,09/06/2022,Phone,False,0.0,"800 West Ohio Street
Urbana, IL
(40.103766803, -88.217695539)",40.103766803,-88.217695539
11679,709033,09/11/2007,2007,9,900 BLOCK,W Stoughton St,09/12/2007,Weeds/Grass,Owner Abated,09/20/2007,Not Available,False,0.0,"900 W Stoughton St
Urbana, IL
(40.113666136, -88.219456388)",40.113666136,-88.219456388
11680,21-001711,08/02/2021,2021,8,300 Block,East Thompson Street,08/02/2021,Municipal Waste,Voluntarily Complied,01/04/2022,Phone,False,0.0,"300 East Thompson Street
Urbana, IL
(40.125996666, -88.20528422)",40.125996666,-88.20528422
11681,706048,06/18/2007,2007,6,1200 BLOCK,E Pennsylvania Av,06/19/2007,Weeds/Grass,City Abated,06/27/2007,Not Available,False,0.0,"1200 E Pennsylvania Av
Urbana, IL
(40.100073336, -88.194325234)",40.100073336,-88.194325234
11682,23-002007,07/11/2023,2023,7,1400 Block,East Stout Drive,07/11/2023,Weeds/Grass,Voluntarily Complied,08/30/2023,Phone,False,0.0,"1400 East Stout Drive
Urbana, IL
(40.110632331, -88.1925279)",40.110632331,-88.1925279
11683,1204033,04/17/2012,2012,4,600 BLOCK,W Iowa St,04/17/2012,Weeds/Grass,Owner Abated,04/25/2012,Not Available,False,0.0,"600 W Iowa St
Urbana, IL
(40.104736849, -88.214475537)",40.104736849,-88.214475537
11684,1208028,08/09/2012,2012,8,100 BLOCK,W Washington St,08/10/2012,Weeds/Grass,Owner Abated,08/18/2012,Not Available,False,0.0,"100 W Washington St
Urbana, IL
(40.105627306, -88.207324919)",40.105627306,-88.207324919
11685,23-001306,05/15/2023,2023,5,1300 Block,West Beslin Street,05/15/2023,Municipal Waste,Voluntarily Complied,05/23/2023,Phone,False,0.0,"1300 West Beslin Street
Urbana, IL
(40.120346776, -88.225795654)",40.120346776,-88.225795654
11686,20-001590,08/14/2020,2020,8,700 Block,West Illinois Street,08/14/2020,Municipal Waste,Voluntarily Complied,08/24/2020,Phone,False,0.0,"700 West Illinois Street
Urbana, IL
(40.10930398, -88.216247982)",40.10930398,-88.216247982
11687,23-000661,03/23/2023,2023,3,600 Block,East California Avenue,03/23/2023,Municipal Waste,Voluntarily Complied,03/31/2023,Phone,False,0.0,"600 East California Avenue
Urbana, IL
(40.108587981, -88.20124598)",40.108587981,-88.20124598
11689,1412006,12/09/2014,2014,12,900 BLOCK,N Gregory St,12/09/2014,Municipal Waste,Owner Abated,12/17/2014,Not Available,False,0.0,"900 N Gregory St
Urbana, IL
(40.12010762, -88.221005483)",40.12010762,-88.221005483
11692,809012,09/15/2008,2008,9,1600 BLOCK,Ivanhoe Way,09/16/2008,Municipal Waste,Owner Abated,09/24/2008,Not Available,False,0.0,"1600 Ivanhoe Way
Urbana, IL
(40.102304581, -88.18864421)",40.102304581,-88.18864421
11693,1109027,09/13/2011,2011,9,700 BLOCK,W Oregon St,09/13/2011,Municipal Waste,City Abated,09/21/2011,Not Available,False,0.0,"700 W Oregon St
Urbana, IL
(40.107629988, -88.216224009)",40.107629988,-88.216224009
11695,708030,08/09/2007,2007,8,200 BLOCK,E Crystal Lake Dr,08/10/2007,Weeds/Grass,Owner Abated,08/18/2007,Not Available,False,0.0,"200 E Crystal Lake Dr
Urbana, IL
(40.118930976, -88.206214162)",40.118930976,-88.206214162
11696,705064,05/14/2007,2007,5,400 BLOCK,W Green St,05/15/2007,Municipal Waste,City Abated,05/23/2007,Not Available,False,0.0,"400 W Green St
Urbana, IL
(40.110765647, -88.211857023)",40.110765647,-88.211857023
11697,808069,08/26/2008,2008,8,2200 BLOCK,Country Squire Dr,08/27/2008,Municipal Waste,Owner Abated,09/04/2008,Not Available,False,0.0,"2200 Country Squire Dr
Urbana, IL
(40.102825175, -88.178928937)",40.102825175,-88.178928937
11698,23-001175,05/09/2023,2023,5,800 Block,East Pennsylvania Avenue,05/09/2023,Weeds/Grass,Voluntarily Complied,05/17/2023,Phone,False,0.0,"800 East Pennsylvania Avenue
Urbana, IL
(40.100789048, -88.197898463)",40.100789048,-88.197898463
11700,1508019,08/10/2015,2015,8,1200 BLOCK,N Busey Av,08/10/2015,Municipal Waste,Owner Abated,08/18/2015,Not Available,False,0.0,"1200 N Busey Av
Urbana, IL
(40.122772643, -88.216912359)",40.122772643,-88.216912359
11701,19-000817,05/08/2019,2019,5,1200 Block,East Main Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,False,0.0,"1200 East Main Street
Urbana, IL
(40.113027311, -88.1944351)",40.113027311,-88.1944351
11702,23-001127,05/08/2023,2023,5,1000 Block,North Coler Avenue,05/08/2023,Weeds/Grass,Voluntarily Complied,05/16/2023,Phone,False,0.0,"1000 North Coler Avenue
Urbana, IL
(40.121029181, -88.215640891)",40.121029181,-88.215640891
11704,22-002145,06/29/2022,2022,6,1100 Block,South Austin Drive,06/29/2022,Weeds/Grass,City Abated,10/04/2022,Phone,False,274.5,"1100 South Austin Drive
Urbana, IL
(40.10376461, -88.187452664)",40.10376461,-88.187452664
11705,20-000918,05/29/2020,2020,5,700 Block,South Wabash Avenue,05/29/2020,Weeds/Grass,Voluntarily Complied,06/09/2020,Phone,False,0.0,"700 South Wabash Avenue
Urbana, IL
(40.10767355, -88.196573983)",40.10767355,-88.196573983
11706,1111002,11/01/2011,2011,11,1000 BLOCK,S Rainbow View,11/01/2011,Weeds/Grass,Owner Abated,11/09/2011,Not Available,False,0.0,"1000 S Rainbow View
Urbana, IL
(40.104913928, -88.184643554)",40.104913928,-88.184643554
11708,20-002432,12/09/2020,2020,12,400 Block,"South ""Cottage Grove"" Avenue",12/09/2020,Municipal Waste,Voluntarily Complied,12/17/2020,Phone,False,0.0,"400 South Cottage Grove Avenue
Urbana, IL
(40.110163844, -88.195654917)",40.110163844,-88.195654917
11709,1105028,05/09/2011,2011,5,1800 BLOCK,Larch Pl,05/10/2011,Weeds/Grass,Owner Abated,05/18/2011,Not Available,False,0.0,"1800 Larch Pl
Urbana, IL
(40.096732924, -88.197014795)",40.096732924,-88.197014795
11713,1305163,05/29/2013,2013,5,200 BLOCK,E Oregon St,05/29/2013,Weeds/Grass,City Abated,06/06/2013,Not Available,False,0.0,"200 E Oregon St
Urbana, IL
(40.107687284, -88.206105062)",40.107687284,-88.206105062
11714,1212005,12/17/2012,2012,12,100 BLOCK,Dodson Dr,12/17/2012,Municipal Waste,Owner Abated,12/25/2012,Not Available,False,0.0,"100 Dodson Dr
Urbana, IL
(40.112923012, -88.175754695)",40.112923012,-88.175754695
11715,1407009,07/09/2014,2014,7,1300 BLOCK,E Colorado Av,07/09/2014,Municipal Waste,Owner Abated,07/17/2014,Not Available,False,0.0,"1300 E Colorado Av
Urbana, IL
(40.094806779, -88.192754006)",40.094806779,-88.192754006
11716,21-001029,05/19/2021,2021,5,1600 Block,South Smith Road,05/19/2021,Weeds/Grass,Voluntarily Complied,05/27/2021,Phone,False,0.0,"1600 South Smith Road
Urbana, IL
(40.099243863, -88.175955793)",40.099243863,-88.175955793
11717,1509020,09/14/2015,2015,9,2300 BLOCK,Rainbow View Dr,09/14/2015,Weeds/Grass,Owner Abated,09/22/2015,Not Available,False,0.0,"2300 Rainbow View Dr
Urbana, IL
(40.104067308, -88.177246815)",40.104067308,-88.177246815
11718,707061,07/24/2007,2007,7,400 BLOCK,W Illinois St,07/25/2007,Weeds/Grass,Owner Abated,08/02/2007,Not Available,False,0.0,"400 W Illinois St
Urbana, IL
(40.109236773, -88.211805575)",40.109236773,-88.211805575
11719,903032,03/12/2009,2009,3,300 BLOCK,S Cottage Grove Av,03/13/2009,Municipal Waste,Owner Abated,03/21/2009,Not Available,False,0.0,"300 S Cottage Grove Av
Urbana, IL
(40.110893859, -88.195673666)",40.110893859,-88.195673666
11721,21-000915,05/07/2021,2021,5,1300 Block,North Lincoln Avenue,05/07/2021,Weeds/Grass,Voluntarily Complied,09/28/2021,Phone,False,0.0,"1300 North Lincoln Avenue
Urbana, IL
(40.123728378, -88.219406448)",40.123728378,-88.219406448
11723,1303007,03/13/2013,2013,3,1300 BLOCK,W Ellis Dr,03/13/2013,Municipal Waste,Owner Abated,03/21/2013,Not Available,False,0.0,"1300 W Ellis Dr
Urbana, IL
(40.124096463, -88.225825955)",40.124096463,-88.225825955
11724,18-036515,12/12/2018,2018,12,700 Block,West California Avenue,12/12/2018,Municipal Waste,Voluntarily Complied,12/20/2018,Phone,False,0.0,"700 West California Avenue
Urbana, IL
(40.108356404, -88.216066042)",40.108356404,-88.216066042
11726,707048,07/23/2007,2007,7,300 BLOCK,E Kerr Av,07/24/2007,Weeds/Grass,Owner Abated,08/01/2007,Not Available,False,0.0,"300 E Kerr Av
Urbana, IL
(40.122038136, -88.205226124)",40.122038136,-88.205226124
11727,19-002047,09/24/2019,2019,9,200 Block,South Urbana Avenue,09/24/2019,Weeds/Grass,City Abated,10/16/2019,Phone,False,252.0,"200 South Urbana Avenue
Urbana, IL
(40.111673663, -88.203653875)",40.111673663,-88.203653875
11728,22-001437,05/25/2022,2022,5,1100 Block,North Coler Avenue,05/25/2022,Weeds/Grass,Voluntarily Complied,06/02/2022,Phone,False,0.0,"1100 North Coler Avenue
Urbana, IL
(40.121889835, -88.215665083)",40.121889835,-88.215665083
11729,19-002386,11/12/2019,2019,11,1900 Block,South Vine Street,11/12/2019,Weeds/Grass,Voluntarily Complied,12/03/2019,Phone,False,0.0,"1900 South Vine Street
Urbana, IL
(40.094623249, -88.204784378)",40.094623249,-88.204784378
11731,23-001612,06/02/2023,2023,6,100 Block,North Gregory Street,06/02/2023,Municipal Waste,Voluntarily Complied,06/12/2023,Phone,False,0.0,"100 North Gregory Street
Urbana, IL
(40.112774761, -88.220570976)",40.112774761,-88.220570976
11733,1504002,04/06/2015,2015,4,800 BLOCK,E Green St,04/06/2015,Municipal Waste,Owner Abated,04/14/2015,Not Available,False,0.0,"800 E Green St
Urbana, IL
(40.110948414, -88.199066585)",40.110948414,-88.199066585
11734,19-001109,06/05/2019,2019,6,400 Block,West Springfield Avenue,06/05/2019,Weeds/Grass,Voluntarily Complied,06/13/2019,Phone,False,0.0,"400 West Springfield Avenue
Urbana, IL
(40.112447283, -88.211874958)",40.112447283,-88.211874958
11735,1705056,05/16/2017,2017,5,1600 BLOCK,S Wiley Dr,05/16/2017,Weeds/Grass,Owner Abated,05/24/2017,Not Available,False,0.0,"1600 S Wiley Dr
Urbana, IL
(40.099133239, -88.197804367)",40.099133239,-88.197804367
11736,708106,08/29/2007,2007,8,700 BLOCK,W Illinois St,08/30/2007,Weeds/Grass,City Abated,09/07/2007,Not Available,False,0.0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)",40.10930398,-88.216247982
11737,21-002097,09/13/2021,2021,9,2300 Block,"East ""Lantern Hill"" Drive",09/13/2021,Weeds/Grass,Voluntarily Complied,09/21/2021,Phone,False,0.0,"2300 East Lantern Hill Drive
Urbana, IL
(40.104808173, -88.178062718)",40.104808173,-88.178062718
11739,909026,09/10/2009,2009,9,1000 BLOCK,E Michigan Av,09/11/2009,Weeds/Grass,Owner Abated,09/19/2009,Not Available,False,0.0,"1000 E Michigan Av
Urbana, IL
(40.101682206, -88.196723871)",40.101682206,-88.196723871
11743,23-002316,08/10/2023,2023,8,400 Block,West High Street,08/10/2023,Weeds/Grass,Voluntarily Complied,08/21/2023,Phone,False,0.0,"400 West High Street
Urbana, IL
(40.109946217, -88.211826301)",40.109946217,-88.211826301
11745,1309021,09/11/2013,2013,9,500 BLOCK,W California Av,09/12/2013,Weeds/Grass,Owner Abated,09/20/2013,Not Available,False,0.0,"500 W California Av
Urbana, IL
(40.108405588, -88.213217045)",40.108405588,-88.213217045
11747,1708035,08/24/2017,2017,8,700 BLOCK,E Park St,08/24/2017,Weeds/Grass,Owner Abated,09/01/2017,Not Available,False,0.0,"700 E Park St
Urbana, IL
(40.117302102, -88.2004739)",40.117302102,-88.2004739
11748,907026,07/15/2009,2009,7,2000 BLOCK,S Burlison Dr,07/16/2009,Weeds/Grass,City Abated,07/24/2009,Not Available,False,0.0,"2000 S Burlison Dr
Urbana, IL
(40.094087078, -88.208220154)",40.094087078,-88.208220154
11749,19-001422,07/12/2019,2019,7,1600 Block,South Adams Street,07/12/2019,Weeds/Grass,Voluntarily Complied,07/24/2019,Phone,False,0.0,"1600 South Adams Street
Urbana, IL
(40.098950869, -88.188667103)",40.098950869,-88.188667103
11751,21-002095,09/13/2021,2021,9,900 Block,South Smith Road,09/13/2021,Weeds/Grass,Voluntarily Complied,09/21/2021,Phone,False,0.0,"900 South Smith Road
Urbana, IL
(40.105687224, -88.176719587)",40.105687224,-88.176719587
11752,1005032,05/10/2010,2010,5,900 BLOCK,W Fairveiw Av,05/11/2010,Weeds/Grass,Owner Abated,05/19/2010,Not Available,False,0.0,"900 W Fairveiw Av
Urbana, IL
(40.120107295, -88.219524962)",40.120107295,-88.219524962
11753,22-001997,06/21/2022,2022,6,1400 Block,East McHenry Street,06/21/2022,Weeds/Grass,Voluntarily Complied,06/29/2022,Phone,False,0.0,"1400 East McHenry Street
Urbana, IL
(40.087897275, -88.191595088)",40.087897275,-88.191595088
11755,19-001617,08/01/2019,2019,8,300 Block,East Pennsylvania Avenue,08/01/2019,Weeds/Grass,Voluntarily Complied,08/12/2019,Phone,False,0.0,"300 East Pennsylvania Avenue
Urbana, IL
(40.100836728, -88.20487437)",40.100836728,-88.20487437
11756,1010059,10/27/2010,2010,10,700 BLOCK,W Oregon St,10/28/2010,Municipal Waste,Owner Abated,11/05/2010,Not Available,False,0.0,"700 W Oregon St
Urbana, IL
(40.107629988, -88.216224009)",40.107629988,-88.216224009
11757,1208066,08/27/2012,2012,8,600 BLOCK,S Cottage Grove Av,08/28/2012,Weeds/Grass,Owner Abated,09/05/2012,Not Available,False,0.0,"600 S Cottage Grove Av
Urbana, IL
(40.108493807, -88.195603619)",40.108493807,-88.195603619
11759,20-001235,07/07/2020,2020,7,1600 Block,East Ivanhoe Way,07/07/2020,Weeds/Grass,City Abated,11/17/2020,Phone,False,0.0,"1600 East Ivanhoe Way
Urbana, IL
(40.102304581, -88.18864421)",40.102304581,-88.18864421
11760,1112005,12/12/2011,2011,12,1300 BLOCK,E Silver St,12/12/2011,Municipal Waste,Owner Abated,12/20/2011,Not Available,False,0.0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)",40.091547301,-88.192955131
11761,1305006,05/06/2013,2013,5,1400 BLOCK,E Florida Av,05/06/2013,Weeds/Grass,Owner Abated,05/14/2013,Not Available,False,0.0,"1400 E Florida Av
Urbana, IL
(40.098455797, -88.191517245)",40.098455797,-88.191517245
11762,905088,05/22/2009,2009,5,100 BLOCK,Crystal Lake Dr,05/22/2009,Municipal Waste,Owner Abated,05/30/2009,Not Available,False,0.0,"100 Crystal Lake Dr
Urbana, IL
(40.118918066, -88.207496098)",40.118918066,-88.207496098
11763,18-000812,07/30/2018,2018,7,1100 Block,W Hill Street,09/18/2018,Weeds/Grass,City Abated,10/31/2018,Phone,False,227.0,"1100 W Hill Street
Urbana, IL
(40.119256963, -88.221825376)",40.119256963,-88.221825376
11764,22-001902,06/15/2022,2022,6,900 Block,East Pennsylvania Avenue,06/15/2022,Weeds/Grass,Voluntarily Complied,06/23/2022,Phone,False,0.0,"900 East Pennsylvania Avenue
Urbana, IL
(40.100484197, -88.197154248)",40.100484197,-88.197154248
11766,801007,01/15/2008,2008,1,100 BLOCK,W Pennsylvania Av,01/16/2008,Municipal Waste,Owner Abated,01/24/2008,Not Available,False,0.0,"100 W Pennsylvania Av
Urbana, IL
(40.100806364, -88.207236086)",40.100806364,-88.207236086
11767,912008,12/15/2009,2009,12,1000 BLOCK,N Berkley Av,12/11/2009,Municipal Waste,City Abated,12/15/2009,Not Available,False,0.0,"1000 N Berkley Av
Urbana, IL
(40.121997288, -88.206375111)",40.121997288,-88.206375111
